Emotions,Path,Name
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-01-08.wav,03-01-07-01-01-01-08
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-02-09.wav,03-01-07-01-01-02-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-01-09.wav,03-01-07-01-02-01-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-02-09.wav,03-01-07-01-02-02-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-01-09.wav,03-01-07-02-01-01-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-02-09.wav,03-01-07-02-01-02-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-01-09.wav,03-01-07-02-02-01-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-02-09.wav,03-01-07-02-02-02-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-01-09.wav,03-01-08-01-01-01-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-02-09.wav,03-01-08-01-01-02-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-01-09.wav,03-01-08-01-02-01-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-02-09.wav,03-01-08-01-02-02-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-01-09.wav,03-01-08-02-01-01-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-02-09.wav,03-01-08-02-01-02-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-01-09.wav,03-01-08-02-02-01-09
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-02-09.wav,03-01-08-02-02-02-09
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-01-09.wav,03-01-01-01-01-01-09
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav,03-01-01-01-01-02-09
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-01-09.wav,03-01-01-01-02-01-09
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-02-09.wav,03-01-01-01-02-02-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-01-09.wav,03-01-02-01-01-01-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-02-09.wav,03-01-02-01-01-02-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-01-09.wav,03-01-02-01-02-01-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-02-09.wav,03-01-02-01-02-02-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-01-09.wav,03-01-02-02-01-01-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-02-09.wav,03-01-02-02-01-02-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-01-09.wav,03-01-02-02-02-01-09
calm,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-02-09.wav,03-01-02-02-02-02-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,03-01-03-01-01-01-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,03-01-03-01-01-02-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,03-01-03-01-02-02-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav,03-01-03-02-01-01-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav,03-01-03-02-01-02-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav,03-01-03-02-02-01-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav,03-01-03-02-02-02-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,03-01-04-01-01-01-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,03-01-04-01-01-02-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,03-01-04-01-02-01-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,03-01-04-01-02-02-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav,03-01-04-02-01-01-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav,03-01-04-02-01-02-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav,03-01-04-02-02-01-09
sad,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav,03-01-04-02-02-02-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav,03-01-05-01-01-01-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,03-01-05-01-02-01-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav,03-01-05-01-02-02-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav,03-01-05-02-01-01-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,03-01-05-02-01-02-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,03-01-05-02-02-01-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav,03-01-05-02-02-02-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-01-09.wav,03-01-06-01-01-01-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-02-09.wav,03-01-06-01-01-02-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-01-09.wav,03-01-06-01-02-01-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-02-09.wav,03-01-06-01-02-02-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-01-09.wav,03-01-06-02-01-01-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-02-09.wav,03-01-06-02-01-02-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-01-09.wav,03-01-06-02-02-01-09
fear,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-02-09.wav,03-01-06-02-02-02-09
happy,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,03-01-03-01-02-01-09
angry,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,03-01-05-01-01-02-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-01-09.wav,03-01-07-01-01-01-09
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-02-10.wav,03-01-07-01-01-02-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-01-10.wav,03-01-07-01-02-01-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-02-10.wav,03-01-07-01-02-02-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-01-10.wav,03-01-07-02-01-01-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-02-10.wav,03-01-07-02-01-02-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,03-01-07-02-02-01-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-02-10.wav,03-01-07-02-02-02-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-01-10.wav,03-01-08-01-01-01-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-02-10.wav,03-01-08-01-01-02-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-01-10.wav,03-01-08-01-02-01-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-02-10.wav,03-01-08-01-02-02-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-01-10.wav,03-01-08-02-01-01-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-02-10.wav,03-01-08-02-01-02-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-01-10.wav,03-01-08-02-02-01-10
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-02-10.wav,03-01-08-02-02-02-10
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav,03-01-01-01-01-01-10
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav,03-01-01-01-01-02-10
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,03-01-01-01-02-01-10
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,03-01-01-01-02-02-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-01-10.wav,03-01-02-01-01-01-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-02-10.wav,03-01-02-01-01-02-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-01-10.wav,03-01-02-01-02-01-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-02-10.wav,03-01-02-01-02-02-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,03-01-02-02-01-01-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-02-10.wav,03-01-02-02-01-02-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,03-01-02-02-02-01-10
calm,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-02-10.wav,03-01-02-02-02-02-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,03-01-03-01-01-01-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,03-01-03-01-01-02-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,03-01-03-01-02-02-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,03-01-03-02-01-01-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,03-01-03-02-01-02-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-01-10.wav,03-01-03-02-02-01-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,03-01-03-02-02-02-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,03-01-04-01-01-01-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,03-01-04-01-01-02-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,03-01-04-01-02-01-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,03-01-04-01-02-02-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-01-10.wav,03-01-04-02-01-01-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,03-01-04-02-01-02-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,03-01-04-02-02-01-10
sad,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,03-01-04-02-02-02-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,03-01-05-01-01-01-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,03-01-05-01-02-01-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,03-01-05-01-02-02-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,03-01-05-02-01-01-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,03-01-05-02-01-02-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-01-10.wav,03-01-05-02-02-01-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,03-01-05-02-02-02-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,03-01-06-01-01-01-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-02-10.wav,03-01-06-01-01-02-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-01-10.wav,03-01-06-01-02-01-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-02-10.wav,03-01-06-01-02-02-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-01-10.wav,03-01-06-02-01-01-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,03-01-06-02-01-02-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,03-01-06-02-02-01-10
fear,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,03-01-06-02-02-02-10
happy,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,03-01-03-01-02-01-10
angry,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,03-01-05-01-01-02-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,03-01-07-01-01-01-10
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,03-01-07-01-01-02-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,03-01-07-01-02-01-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,03-01-07-01-02-02-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-01-11.wav,03-01-07-02-01-01-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-02-11.wav,03-01-07-02-01-02-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,03-01-07-02-02-01-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-02-11.wav,03-01-07-02-02-02-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-01-11.wav,03-01-08-01-01-01-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-02-11.wav,03-01-08-01-01-02-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-01-11.wav,03-01-08-01-02-01-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-02-11.wav,03-01-08-01-02-02-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-01-11.wav,03-01-08-02-01-01-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-02-11.wav,03-01-08-02-01-02-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-01-11.wav,03-01-08-02-02-01-11
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-02-11.wav,03-01-08-02-02-02-11
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,03-01-01-01-01-01-11
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,03-01-01-01-01-02-11
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-01-11.wav,03-01-01-01-02-01-11
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,03-01-01-01-02-02-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-01-11.wav,03-01-02-01-01-01-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-02-11.wav,03-01-02-01-01-02-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,03-01-02-01-02-01-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-02-11.wav,03-01-02-01-02-02-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,03-01-02-02-01-01-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-02-11.wav,03-01-02-02-01-02-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-01-11.wav,03-01-02-02-02-01-11
calm,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-02-11.wav,03-01-02-02-02-02-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,03-01-03-01-01-01-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,03-01-03-01-01-02-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,03-01-03-01-02-02-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,03-01-03-02-01-01-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,03-01-03-02-01-02-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,03-01-03-02-02-01-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,03-01-03-02-02-02-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,03-01-04-01-01-01-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,03-01-04-01-01-02-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,03-01-04-01-02-01-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,03-01-04-01-02-02-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,03-01-04-02-01-01-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,03-01-04-02-01-02-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,03-01-04-02-02-01-11
sad,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,03-01-04-02-02-02-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,03-01-05-01-01-01-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,03-01-05-01-02-01-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,03-01-05-01-02-02-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,03-01-05-02-01-01-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,03-01-05-02-01-02-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,03-01-05-02-02-01-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,03-01-05-02-02-02-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-01-11.wav,03-01-06-01-01-01-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-02-11.wav,03-01-06-01-01-02-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,03-01-06-01-02-01-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,03-01-06-01-02-02-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-01-11.wav,03-01-06-02-01-01-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,03-01-06-02-01-02-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-01-11.wav,03-01-06-02-02-01-11
fear,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-02-11.wav,03-01-06-02-02-02-11
happy,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,03-01-03-01-02-01-11
angry,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,03-01-05-01-01-02-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,03-01-07-01-01-01-11
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-02-12.wav,03-01-07-01-01-02-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-01-12.wav,03-01-07-01-02-01-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-02-12.wav,03-01-07-01-02-02-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-01-12.wav,03-01-07-02-01-01-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-02-12.wav,03-01-07-02-01-02-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-01-12.wav,03-01-07-02-02-01-12
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-02-12.wav,03-01-07-02-02-02-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-01-12.wav,03-01-08-01-01-01-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-02-12.wav,03-01-08-01-01-02-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-01-12.wav,03-01-08-01-02-01-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-02-12.wav,03-01-08-01-02-02-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-01-12.wav,03-01-08-02-01-01-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-02-12.wav,03-01-08-02-01-02-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-01-12.wav,03-01-08-02-02-01-12
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-02-12.wav,03-01-08-02-02-02-12
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-01-12.wav,03-01-01-01-01-01-12
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-02-12.wav,03-01-01-01-01-02-12
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-01-12.wav,03-01-01-01-02-01-12
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-02-12.wav,03-01-01-01-02-02-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-01-01-12.wav,03-01-02-01-01-01-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-01-02-12.wav,03-01-02-01-01-02-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-02-01-12.wav,03-01-02-01-02-01-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-02-02-12.wav,03-01-02-01-02-02-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-01-12.wav,03-01-02-02-01-01-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-02-12.wav,03-01-02-02-01-02-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-02-01-12.wav,03-01-02-02-02-01-12
calm,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-02-02-12.wav,03-01-02-02-02-02-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-01-12.wav,03-01-03-01-01-01-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-02-12.wav,03-01-03-01-01-02-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-02-02-12.wav,03-01-03-01-02-02-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-01-12.wav,03-01-03-02-01-01-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-02-12.wav,03-01-03-02-01-02-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-01-12.wav,03-01-03-02-02-01-12
happy,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-02-12.wav,03-01-03-02-02-02-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-01-12.wav,03-01-04-01-01-01-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-02-12.wav,03-01-04-01-01-02-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-01-12.wav,03-01-04-01-02-01-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-02-12.wav,03-01-04-01-02-02-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-01-12.wav,03-01-04-02-01-01-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-02-12.wav,03-01-04-02-01-02-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-01-12.wav,03-01-04-02-02-01-12
sad,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-02-12.wav,03-01-04-02-02-02-12
angry,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-01-01-12.wav,03-01-05-01-01-01-12
angry,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-01-12.wav,03-01-05-01-02-01-12
angry,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-02-12.wav,03-01-05-01-02-02-12
angry,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-01-12.wav,03-01-05-02-01-01-12
angry,Dataset/Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-02-12.wav,03-01-05-02-01-02-12
